year,month,FruitVegetableJuice_volume,CarbonatedBeverage_volume,SportsDrink_volume,CoffeeDrink_volume,TeaDrink_volume,FruitVegetableJuice_value,CarbonatedBeverage_value,SportsDrink_value,CoffeeDrink_value,TeaDrink_value,TotalIndex,SoftDrink,TotalSalary,DisposableIncome,AvgHouseholdDisposableIncome,LowestQuintileIncome,SecondLowestQuintileIncome,MiddleQuintileIncome,SecondHighestQuintileIncome,HighestQuintileIncome,FruitVegetableJuice_price,CarbonatedBeverage_price,SportsDrink_price,CoffeeDrink_price,TeaDrink_price
1994,1,24092,21529,2852,5934,71434,554796,446016,54881,244082,1646900,71.61,89,46416,42855,769755,280259,499105,669983,892016,1507414,23.02822514,20.71698639,19.24298738,41.13279407,23.05484783
1994,2,24794,22393,3904,5761,70593,562063,420482,78256,236076,1616954,72.54,88.96,45400,42855,769755,280259,499105,669983,892016,1507414,22.66931516,18.77738579,20.04508197,40.97830238,22.90530223
1994,3,27163,25066,6496,6597,79594,668516,520152,128008,271488,1829937,72.34,88.67,29914,42855,769755,280259,499105,669983,892016,1507414,24.61127269,20.75129658,19.70566502,41.15325148,22.99089127
1994,4,33355,38498,16467,7820,102014,754813,812234,353407,320532,2276976,73,89.3,30062,42855,769755,280259,499105,669983,892016,1507414,22.62968071,21.09808302,21.46152912,40.9887468,22.32023056
1994,5,33620,43931,15270,8333,107567,768866,938071,329856,341822,2387175,73.68,89.36,30306,42855,769755,280259,499105,669983,892016,1507414,22.86930399,21.35328128,21.60157171,41.02028081,22.1924475
1994,6,34385,42189,16009,8539,112933,774652,903717,341004,350737,2495472,73.49,89.28,31204,42855,769755,280259,499105,669983,892016,1507414,22.52877708,21.42067838,21.30076832,41.07471601,22.09692473
1994,7,36828,47992,13699,8910,123262,833090,1010887,288362,364748,2626924,73.65,89.45,31474,42855,769755,280259,499105,669983,892016,1507414,22.62110351,21.06365644,21.04985765,40.9369248,21.31171002
1994,8,36168,52689,16406,9791,127742,848219,1096190,350903,391085,2781819,75.38,89.25,30995,42855,769755,280259,499105,669983,892016,1507414,23.45219531,20.80491184,21.38869926,39.94331529,21.77685491
1994,9,31079,44065,15401,9277,119766,740981,918724,323139,370511,2561502,75.61,89.37,31594,42855,769755,280259,499105,669983,892016,1507414,23.84185463,20.84929082,20.9816895,39.93866552,21.38755573
1994,10,24781,39765,15443,7915,101088,568029,832297,339793,311084,2160616,74.79,89.64,30666,42855,769755,280259,499105,669983,892016,1507414,22.92195634,20.93039105,22.00304345,39.30309539,21.37361507
1994,11,27203,27270,16451,7043,91480,571195,576184,364937,276876,1894974,74.11,90.18,30968,42855,769755,280259,499105,669983,892016,1507414,20.99750028,21.12885955,22.18327153,39.3122249,20.71462615
1994,12,25719,23991,12982,7398,93960,542361,477861,258476,290811,1999182,73.84,90.31,35076,42855,769755,280259,499105,669983,892016,1507414,21.08795054,19.91834438,19.91033739,39.30940795,21.27694764
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.37,92.05,NA,46499,811338,296166,525749,704713,948484,1581581,NA,NA,NA,NA,NA
1995,1,26717,28529,3934,6388,76215,592323,546656,70803,254957,1643842,75.36,90.67,66922,46499,811338,296166,525749,704713,948484,1581581,22.17026612,19.1614147,17.99771225,39.911866,21.56848389
1995,2,19756,18486,3407,5181,62445,412715,385733,65239,207274,1348424,75.04,90.75,32295,46499,811338,296166,525749,704713,948484,1581581,20.89061551,20.86622309,19.14851776,40.00656244,21.59378653
1995,3,31428,23237,6711,6902,95320,664100,506057,122254,275654,1797829,75.14,91.63,31431,46499,811338,296166,525749,704713,948484,1581581,21.13083874,21.77806946,18.21695723,39.93827876,18.86098405
1995,4,28034,31998,12582,7347,103796,612852,683920,244044,294811,2099528,76.24,92.79,31355,46499,811338,296166,525749,704713,948484,1581581,21.8610259,21.37383586,19.3962804,40.12671839,20.22744614
1995,5,31045,39672,21894,8183,106933,704113,842034,432150,326995,2271105,76.1,92.55,32603,46499,811338,296166,525749,704713,948484,1581581,22.68039942,21.22489413,19.73828446,39.96028351,21.2385793
1995,6,30851,43077,20164,7875,104592,734560,920705,431319,314150,2180089,76.92,92.72,32288,46499,811338,296166,525749,704713,948484,1581581,23.80992512,21.37347076,21.39054751,39.89206349,20.84374522
1995,7,32429,51297,17377,7955,103140,730488,1095729,357999,318197,2188561,76.47,92.91,32821,46499,811338,296166,525749,704713,948484,1581581,22.52576398,21.36048892,20.60188755,39.99962288,21.21932325
1995,8,31722,58944,18746,8218,102019,733804,1279672,382110,323039,2200987,76.67,92.72,32869,46499,811338,296166,525749,704713,948484,1581581,23.13233718,21.709962,20.38354849,39.30871258,21.57428518
1995,9,28104,43636,19366,7715,95395,673364,900212,399653,303180,2024805,77.13,92.4,32761,46499,811338,296166,525749,704713,948484,1581581,23.95972104,20.63003025,20.63683776,39.29747246,21.22548352
1995,10,22387,35984,18937,6829,91995,525931,799811,395098,269644,1862405,76.93,91.89,32049,46499,811338,296166,525749,704713,948484,1581581,23.49269665,22.22685082,20.86381159,39.48513692,20.24463286
1995,11,21758,25267,12646,6471,82407,505702,544642,256654,255526,1733336,77.24,91.81,31963,46499,811338,296166,525749,704713,948484,1581581,23.24211784,21.55546761,20.29527123,39.48786895,21.03384421
1995,12,19315,19986,5479,5458,62682,441215,422674,108035,215246,1292685,77.21,91.72,35145,46499,811338,296166,525749,704713,948484,1581581,22.8431271,21.14850395,19.71801424,39.43679003,20.6229061
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.72,92.26,NA,48825,826378,298443,537241,723067,966103,1607034,NA,NA,NA,NA,NA
1996,1,20210,26364,5606,5213,58725,480511,572552,107771,205504,1238605,77.09,92.01,40051,48825,826378,298443,537241,723067,966103,1607034,23.77590302,21.71719011,19.22422405,39.42144638,21.09161345
1996,2,20959,31492,6230,5402,61152,491589,648669,126058,212683,1343470,77.85,92.26,60728,48825,826378,298443,537241,723067,966103,1607034,23.45479269,20.59789788,20.23402889,39.37115883,21.96935505
1996,3,25111,28632,13345,6579,83279,572571,652352,270872,259344,1704656,77.4,92.3,33209,48825,826378,298443,537241,723067,966103,1607034,22.80160089,22.78401788,20.29763957,39.41997264,20.46921793
1996,4,23290,33457,15276,6295,81000,525655,774893,317790,248124,1662980,78.39,92.32,32872,48825,826378,298443,537241,723067,966103,1607034,22.56998712,23.1608632,20.80322074,39.41604448,20.53061728
1996,5,24253,41009,13689,6306,75386,583314,930833,278000,248746,1622938,78.3,92.05,33136,48825,826378,298443,537241,723067,966103,1607034,24.05121016,22.69826136,20.30827672,39.44592452,21.52837397
1996,6,28860,46953,21463,6708,89397,720585,1038847,455121,264621,1701762,78.76,92.12,34075,48825,826378,298443,537241,723067,966103,1607034,24.96829522,22.12525291,21.20491078,39.44856887,19.03600792
1996,7,26645,53092,23621,7269,93034,649065,1201441,488184,286417,1909933,77.59,92.14,34256,48825,826378,298443,537241,723067,966103,1607034,24.35972978,22.62941686,20.66737225,39.4025313,20.5294086
1996,8,31239,63167,22015,7770,103205,763032,1374497,453604,306061,2058527,80.54,92.24,33660,48825,826378,298443,537241,723067,966103,1607034,24.42562182,21.75973214,20.60431524,39.39009009,19.94600068
1996,9,25582,45295,22411,6929,86485,629653,974081,460349,272945,1762827,80.09,92.43,34364,48825,826378,298443,537241,723067,966103,1607034,24.61312642,21.50526548,20.54120744,39.39168711,20.38303752
1996,10,21562,31859,10614,6390,78486,522649,714852,237065,251762,1632224,79.77,92.37,33594,48825,826378,298443,537241,723067,966103,1607034,24.23935627,22.4379924,22.33512342,39.39937402,20.79637133
1996,11,20549,27515,10002,5983,74177,495148,616926,211004,235712,1487879,79.71,92.36,33322,48825,826378,298443,537241,723067,966103,1607034,24.09596574,22.42144285,21.09618076,39.39695805,20.05849522
1996,12,18907,22467,7790,6095,71554,465845,477251,171709,240068,1422759,79.16,92.56,36387,48825,826378,298443,537241,723067,966103,1607034,24.63875813,21.24231094,22.04223363,39.38769483,19.8837102
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.43,92.55,NA,52706,863427,312458,557429,753919,1003815,1689517,NA,NA,NA,NA,NA
1997,1,20844,35047,5655,6165,54496,514720,731858,120308,242421,1244751,78.61,92.41,58162,52706,863427,312458,557429,753919,1003815,1689517,24.69391671,20.88218678,21.27462423,39.32214112,22.8411443
1997,2,15613,26463,6026,4916,48487,383769,587834,126755,193336,1055322,79.46,92.43,49204,52706,863427,312458,557429,753919,1003815,1689517,24.58009351,22.21343007,21.03468304,39.32790887,21.76505043
1997,3,20233,35771,14411,7190,75456,502129,802694,310209,283325,1632848,78.25,92.25,34469,52706,863427,312458,557429,753919,1003815,1689517,24.81732813,22.4397976,21.52584831,39.4054242,21.63973707
1997,4,24105,37834,13924,7522,79443,601480,858270,295814,296426,1646477,78.78,92.59,34686,52706,863427,312458,557429,753919,1003815,1689517,24.95249948,22.68515092,21.24490089,39.40787025,20.72526214
1997,5,28531,44632,19593,7652,79754,692159,986717,421882,301760,1692498,78.89,92.13,35019,52706,863427,312458,557429,753919,1003815,1689517,24.25989275,22.10783743,21.53228194,39.43544171,21.22148105
1997,6,25329,34740,17560,7383,79326,539303,767293,343607,291186,1679085,80.2,92.77,35666,52706,863427,312458,557429,753919,1003815,1689517,21.29191835,22.08672999,19.56759681,39.44006501,21.16689358
1997,7,26882,51316,21297,7968,85450,642040,1136148,442737,314201,1794101,80.16,92.66,36169,52706,863427,312458,557429,753919,1003815,1689517,23.88363961,22.14022917,20.78870263,39.43285643,20.99591574
1997,8,27696,64139,23934,8272,87697,611546,1383937,495955,325981,1793555,80.07,92.93,35150,52706,863427,312458,557429,753919,1003815,1689517,22.08066147,21.57715275,20.72177655,39.40776112,20.45172583
1997,9,25683,37920,23205,7666,80940,637232,797963,517243,302066,1621778,80.6,92.68,35419,52706,863427,312458,557429,753919,1003815,1689517,24.81143169,21.04332806,22.29015298,39.40333942,20.03679269
1997,10,22620,31833,10596,6915,73459,548290,683352,202483,272312,1490244,79.51,92.67,34774,52706,863427,312458,557429,753919,1003815,1689517,24.23916888,21.46677976,19.1093809,39.37989877,20.28674499
1997,11,18965,30480,8772,6509,70244,476249,691503,283917,256511,1395829,79.3,92.46,34485,52706,863427,312458,557429,753919,1003815,1689517,25.11199578,22.6871063,32.36627907,39.40866493,19.87114914
1997,12,18623,26445,6800,6265,61491,455837,533967,135595,246881,1236706,79.37,92.58,38565,52706,863427,312458,557429,753919,1003815,1689517,24.47709821,20.19160522,19.94044118,39.40638468,20.11198387
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.77,92.93,NA,54775,873175,310865,560766,765375,1014770,1714097,NA,NA,NA,NA,NA
1998,1,22462,37006,7642,6555,56954,536182,740955,159073,258521,1142950,80.18,92.18,76755,54775,873175,310865,560766,765375,1014770,1714097,23.87062595,20.02256391,20.81562418,39.43874905,20.06794957
1998,2,16461,24497,9046,5725,49385,407770,522322,190253,225825,988828,79.69,92.33,37384,54775,873175,310865,560766,765375,1014770,1714097,24.77188506,21.32187615,21.03172673,39.44541485,20.02284094
1998,3,19688,29962,12412,6911,63944,493072,671052,259891,272477,1305245,80.18,92.84,35444,54775,873175,310865,560766,765375,1014770,1714097,25.04429094,22.39676924,20.93868837,39.42656634,20.4123139
1998,4,24679,44282,19350,7188,75324,610165,989631,411503,283434,1458917,80.45,92.75,35596,54775,873175,310865,560766,765375,1014770,1714097,24.72405689,22.34838083,21.26630491,39.43155259,19.36855451
1998,5,26192,45989,18333,7779,73801,649930,962061,394136,306696,1460026,80.2,92.78,36433,54775,873175,310865,560766,765375,1014770,1714097,24.81406536,20.91937202,21.49871816,39.42614732,19.78328207
1998,6,27701,41857,21822,8513,74612,688885,904882,447047,333146,1545778,81.36,92.91,35564,54775,873175,310865,560766,765375,1014770,1714097,24.8685968,21.61841508,20.4860691,39.13379537,20.71755214
1998,7,32444,60620,19528,8222,81570,782952,1293351,393487,321903,1692527,80.83,93.03,36866,54775,873175,310865,560766,765375,1014770,1714097,24.13241277,21.33538436,20.14988734,39.15142301,20.7493809
1998,8,31811,64658,25748,8921,95080,786935,1394424,552269,349384,1922649,80.43,92.56,35713,54775,873175,310865,560766,765375,1014770,1714097,24.73782654,21.56614804,21.44900575,39.16421926,20.22138199
1998,9,26538,45450,19971,9190,73432,667070,942312,447652,360027,1461984,80.92,93.31,36009,54775,873175,310865,560766,765375,1014770,1714097,25.13640817,20.73293729,22.4151019,39.17595212,19.90935832
1998,10,22825,33595,11658,7904,65957,559412,683212,256277,309952,1352158,81.56,93.66,35437,54775,873175,310865,560766,765375,1014770,1714097,24.50874042,20.33671677,21.98293018,39.2145749,20.50059888
