year,month,FruitVegetableJuice_volume,CarbonatedBeverage_volume,SportsDrink_volume,CoffeeDrink_volume,TeaDrink_volume,FruitVegetableJuice_value,CarbonatedBeverage_value,SportsDrink_value,CoffeeDrink_value,TeaDrink_value,TotalIndex,SoftDrink,TotalSalary,DisposableIncome,AvgHouseholdDisposableIncome,LowestQuintileIncome,SecondLowestQuintileIncome,MiddleQuintileIncome,SecondHighestQuintileIncome,HighestQuintileIncome,FruitVegetableJuice_price,CarbonatedBeverage_price,SportsDrink_price,CoffeeDrink_price,TeaDrink_price
2020,2,17636,15682,6766,11873,81438,405757,299111,108412,439488,1382481,97.94,100.76,49651,95327,1079648,354959,657313,929551,1280022,2176394,23.00731458,19.07352379,16.02305646,37.01575002,16.97587121
2020,3,22952,18221,7396,13332,100015,496366,339188,167838,505034,1719784,97.5,100.14,47759,95327,1079648,354959,657313,929551,1280022,2176394,21.62626351,18.61522419,22.69307734,37.88133813,17.19526071
2020,4,22749,20088,8505,11913,95352,503597,367079,182447,442376,1627455,97.3,100.45,47962,95327,1079648,354959,657313,929551,1280022,2176394,22.13710493,18.2735464,21.45173427,37.13388735,17.06786433
2020,5,23551,24726,13598,11258,104405,548729,467629,299929,427521,1844180,97.2,100.94,49471,95327,1079648,354959,657313,929551,1280022,2176394,23.29960511,18.91244035,22.0568466,37.97486232,17.66371342
2020,6,27175,29446,17793,12852,120081,621459,557453,392842,484018,2041905,97.98,100.3,50559,95327,1079648,354959,657313,929551,1280022,2176394,22.86877645,18.93136589,22.07845782,37.66090881,17.00439703
2020,7,30822,38679,21145,14200,135641,692890,738038,464904,521542,2291166,98.1,99.76,55269,95327,1079648,354959,657313,929551,1280022,2176394,22.48037116,19.08110344,21.98647434,36.72830986,16.89139714
2020,8,32465,40427,21658,13935,124975,704646,764649,483059,533242,2092650,98.25,98.58,51062,95327,1079648,354959,657313,929551,1280022,2176394,21.70478977,18.91431469,22.30395235,38.26637962,16.74454891
2020,9,29004,26873,12728,12838,120737,649914,507965,299664,472823,1994491,98.16,99.71,50522,95327,1079648,354959,657313,929551,1280022,2176394,22.40773686,18.90242995,23.54368322,36.82995794,16.51930229
2020,10,21725,18113,9204,11259,105535,511918,345064,175611,419382,1769851,98.49,100.07,48057,95327,1079648,354959,657313,929551,1280022,2176394,23.5635443,19.05062662,19.07985658,37.24860112,16.77027526
2020,11,19651,15569,6926,11979,96688,459561,317499,138430,449730,1585430,98.44,99.43,49145,95327,1079648,354959,657313,929551,1280022,2176394,23.38613811,20.3930246,19.98700549,37.5432006,16.39738127
2020,12,17310,16603,6232,12550,86632,409220,323012,132218,470984,1488598,98.45,99.91,53555,95327,1079648,354959,657313,929551,1280022,2176394,23.64067013,19.45503825,21.21598203,37.52860558,17.18300397
2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,97276,1090554,358594,662440,935016,1291029,2205691,NA,NA,NA,NA,NA
2021,1,18586,21438,8117,13354,90476,442632,395493,156614,502318,1528399,98.81,100.11,71893,97276,1090554,358594,662440,935016,1291029,2205691,23.81534488,18.44822278,19.29456696,37.6155459,16.89286662
2021,2,17343,22907,6550,10999,85645,400789,416234,136845,407475,1499881,99.29,98.59,79298,97276,1090554,358594,662440,935016,1291029,2205691,23.10955429,18.17060287,20.89236641,37.04654969,17.51276782
2021,3,19829,17238,12522,14956,106286,460626,333918,206826,556634,1822213,98.69,100.13,49133,97276,1090554,358594,662440,935016,1291029,2205691,23.22991578,19.37104072,16.51701006,37.21810645,17.14443106
2021,4,21983,21085,13462,14058,105437,499683,398860,271844,513675,1826466,99.35,100.43,50280,97276,1090554,358594,662440,935016,1291029,2205691,22.73042806,18.91676547,20.19343337,36.5396927,17.32281837
2021,5,26359,25188,17495,11612,116446,589038,453781,358228,436203,1989517,99.58,99.9,52103,97276,1090554,358594,662440,935016,1291029,2205691,22.34675064,18.01576147,20.47602172,37.56484671,17.08531852
2021,6,23627,28184,16141,10592,102396,525948,516912,317518,388106,1745325,99.77,100.45,51503,97276,1090554,358594,662440,935016,1291029,2205691,22.26046472,18.34061879,19.67151973,36.64142749,17.04485527
2021,7,28182,37123,20028,13543,120218,617113,658170,425074,507681,2070150,99.97,100.01,55920,97276,1090554,358594,662440,935016,1291029,2205691,21.89741679,17.72943997,21.22398642,37.48659824,17.21996706
2021,8,25979,35510,19677,13311,111962,576922,648813,389015,494728,1926685,100.55,99.09,53228,97276,1090554,358594,662440,935016,1291029,2205691,22.20724431,18.2712757,19.77003608,37.16685448,17.2083832
2021,9,24125,22840,14447,11611,110975,548721,416662,294102,427404,1909854,100.71,100.23,52498,97276,1090554,358594,662440,935016,1291029,2205691,22.74491192,18.24264448,20.35730602,36.81026613,17.20976797
2021,10,23316,21302,15578,12000,105817,553591,389839,274815,444700,1817018,101,99.85,50918,97276,1090554,358594,662440,935016,1291029,2205691,23.7429662,18.3005821,17.6412248,37.05833333,17.17132408
2021,11,22442,17259,7617,12347,101836,485734,322636,174274,469778,1684483,101.24,100.62,50939,97276,1090554,358594,662440,935016,1291029,2205691,21.64397113,18.69378295,22.8796114,38.04794687,16.54113477
2021,12,20438,19095,9250,11179,89465,466057,358431,162342,424182,1495275,101.04,100.58,55779,97276,1090554,358594,662440,935016,1291029,2205691,22.80345435,18.7709348,17.55048649,37.94453887,16.71351925
2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.95,102.14,NA,99421,1108569,364876,672906,954383,1306283,2244401,NA,NA,NA,NA,NA
2022,1,22209,26982,9528,14006,98691,506920,488891,174064,523408,1672614,101.61,99.1,105379,99421,1108569,364876,672906,954383,1306283,2244401,22.82498086,18.11915351,18.26868178,37.37026988,16.94798918
2022,2,14789,14668,5922,10555,73722,338694,269902,114009,396733,1239291,101.6,99.83,49699,99421,1108569,364876,672906,954383,1306283,2244401,22.9017513,18.4007363,19.25177305,37.58720985,16.81032799
2022,3,20820,25532,12692,13228,98061,474430,481043,226037,490662,1766129,101.92,100.55,51181,99421,1108569,364876,672906,954383,1306283,2244401,22.78722382,18.84078803,17.8094075,37.09268219,18.01051386
2022,4,21585,23176,18674,12322,101060,488616,441097,312023,459593,1777627,102.7,101.13,51428,99421,1108569,364876,672906,954383,1306283,2244401,22.63683113,19.03249051,16.70895363,37.29857166,17.58981793
2022,5,20299,20084,17244,11911,107359,487074,387354,319754,442395,1813982,102.96,102.52,55304,99421,1108569,364876,672906,954383,1306283,2244401,23.99497512,19.28669588,18.54291348,37.14171774,16.89641297
2022,6,22448,25630,19592,13760,114313,520198,498564,398212,476839,1955051,103.35,102.53,52951,99421,1108569,364876,672906,954383,1306283,2244401,23.17346757,19.45236052,20.32523479,34.65399709,17.102613
2022,7,29587,39462,26162,12433,136074,682018,732041,572015,482455,2364701,103.32,102.33,58546,99421,1108569,364876,672906,954383,1306283,2244401,23.05127252,18.55052962,21.86434523,38.80439154,17.37805165
2022,8,27466,38640,22094,15434,137721,657395,729002,481098,531644,2325979,103.24,102.18,56983,99421,1108569,364876,672906,954383,1306283,2244401,23.93486492,18.86651139,21.77505205,34.44628742,16.88906557
2022,9,23169,22273,17378,12666,119693,580869,421453,306910,458326,2050699,103.49,102.58,53101,99421,1108569,364876,672906,954383,1306283,2244401,25.07095688,18.92214789,17.66083554,36.18553608,17.13299023
2022,10,21153,19655,11702,11584,110520,523331,379099,227182,435701,1919062,103.77,105.12,51350,99421,1108569,364876,672906,954383,1306283,2244401,24.74027325,19.28766217,19.41394633,37.61231008,17.36393413
2022,11,20145,18654,10424,12021,99990,484505,355940,207300,464150,1766649,103.62,104.12,52505,99421,1108569,364876,672906,954383,1306283,2244401,24.05088111,19.08116222,19.88679969,38.61159637,17.66825683
2022,12,20023,19246,9195,12759,106199,490417,374134,174087,472328,1798230,103.78,103.63,58063,99421,1108569,364876,672906,954383,1306283,2244401,24.49268341,19.43957186,18.93278956,37.01920213,16.93264532
2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.51,105.08,NA,103668,1136708,375828,687207,976721,1341995,2301788,NA,NA,NA,NA,NA
2023,1,20522,25401,7248,11083,98143,505723,483432,155570,426634,1714133,104.71,102.43,105327,103668,1136708,375828,687207,976721,1341995,2301788,24.64296852,19.03200661,21.4638521,38.49445096,17.46566744
2023,2,17200,16347,9848,12193,84812,439665,342117,160199,453936,1480408,104.06,103.71,52685,103668,1136708,375828,687207,976721,1341995,2301788,25.5619186,20.92842723,16.26716084,37.22922989,17.45517144
2023,3,23190,19453,15389,13097,102429,560554,398408,264724,491074,1818483,104.32,104.29,51936,103668,1136708,375828,687207,976721,1341995,2301788,24.17222941,20.48054285,17.20215739,37.49515156,17.75359517
2023,4,19780,18318,16508,11325,102127,499809,362003,309312,400297,1813605,105.11,105.87,51962,103668,1136708,375828,687207,976721,1341995,2301788,25.26840243,19.76214652,18.73709717,35.34631347,17.75833031
2023,5,24048,26518,18578,12021,122841,588649,526930,340986,449764,2115158,105.04,105.78,54951,103668,1136708,375828,687207,976721,1341995,2301788,24.4780855,19.8706539,18.35429002,37.41485733,17.21866478
2023,6,23003,26785,20050,13370,126907,597249,544145,395534,474419,2228471,105.16,105.32,53743,103668,1136708,375828,687207,976721,1341995,2301788,25.96396122,20.31528841,19.72738155,35.48384443,17.55987455
2023,7,27734,34409,25513,13681,140668,679916,691051,535123,499039,2507931,105.26,105.2,58706,103668,1136708,375828,687207,976721,1341995,2301788,24.51561261,20.08343747,20.97452279,36.47679263,17.82872437
2023,8,30531,41524,25748,14195,150060,719302,825801,521066,542803,2596129,105.85,104.94,56048,103668,1136708,375828,687207,976721,1341995,2301788,23.55972618,19.88731818,20.23714463,38.23902783,17.30060642
2023,9,24518,24408,17128,13500,127027,602643,496250,338956,481715,2244724,106.52,105.61,54487,103668,1136708,375828,687207,976721,1341995,2301788,24.57961498,20.33144871,19.78958431,35.68259259,17.67123525
2023,10,23445,20530,13254,13241,114820,563128,423066,241615,464627,2040069,106.92,105.62,51472,103668,1136708,375828,687207,976721,1341995,2301788,24.01910855,20.60720896,18.22959107,35.09002341,17.7675405
2023,11,21347,17346,9900,11430,105245,522575,359848,196520,426323,1851661,106.62,106.39,52370,103668,1136708,375828,687207,976721,1341995,2301788,24.48002061,20.74530151,19.85050505,37.29860017,17.59381443
2023,12,19871,15775,8746,11992,101556,492499,328133,162248,448143,1759073,106.58,105.81,57372,103668,1136708,375828,687207,976721,1341995,2301788,24.78481204,20.80082409,18.55110908,37.37016344,17.32121194
2024,1,23499,23507,11448,12697,116247,583756,471483,207311,479411,2034259,106.59,105.74,82388,NA,NA,NA,NA,NA,NA,NA,24.84173795,20.05713192,18.10892732,37.75781681,17.49945375
2024,2,19303,20506,8510,10161,91855,462658,422238,163246,380762,1623526,107.26,105.65,81644,NA,NA,NA,NA,NA,NA,NA,23.96819147,20.59094899,19.18284371,37.47288653,17.67487889
2024,3,21000,16883,13363,11981,104909,506976,370939,239257,449026,1920741,106.56,106.19,53473,NA,NA,NA,NA,NA,NA,NA,24.14171429,21.97115442,17.90443763,37.47817378,18.30863892
2024,4,23289,21622,14046,12647,119713,560087,442059,285068,458183,2158199,107.15,106.08,53769,NA,NA,NA,NA,NA,NA,NA,24.04942247,20.44487096,20.29531539,36.22859176,18.02810889
2024,5,22924,22624,17493,13951,125895,591436,481709,339478,523470,2239393,107.38,105.85,57745,NA,NA,NA,NA,NA,NA,NA,25.79986041,21.29194661,19.40650546,37.52204143,17.78778347
2024,6,22965,25935,18649,12839,137945,587880,537452,402906,477072,2393981,107.71,106.52,55468,NA,NA,NA,NA,NA,NA,NA,25.59895493,20.72303837,21.6046973,37.15803411,17.3546051
2024,7,28437,39315,26808,12515,154863,713738,809984,606710,507531,2711452,107.92,106.89,62266,NA,NA,NA,NA,NA,NA,NA,25.09892042,20.60241638,22.63167711,40.55381542,17.50871415
2024,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.92,106.89,62266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.35,105.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
